MilliTime,count,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1722918779141,0.0,0.0,-0.7448,-0.10779999999999999,9.9176,-0.1634,0.1824,0.2014,94.0,302.0,-148.0,31.4,989.77,197.42672305096906,0.0,0.0,14469841.099452531,205.81918598474692,-76.48623620500258,0
1722918779206,0.0,0.0,-0.735,-0.1176,9.9176,-0.0836,-0.114,0.057,95.0,305.0,-145.0,31.4,989.84,197.17217336960422,0.0,0.0,14469841.099452531,205.830527191945,-76.48623620500258,0
1722918779255,0.0,0.0,-0.735,-0.10779999999999999,9.9078,-0.1102,0.0342,-0.0266,95.0,305.0,-145.0,31.4,989.71,197.42672305096906,0.0,0.0,14469841.099452531,205.830527191945,-76.48623620500258,0
1722918779306,0.0,0.0,-0.735,-0.10779999999999999,9.9176,-0.1596,0.0114,0.1178,95.0,304.0,-145.0,31.4,989.77,197.42672305096906,0.0,0.0,14469841.099452531,205.88402463626133,-76.48623620500258,0
1722918779356,0.0,0.0,-0.735,-0.10779999999999999,9.9176,-0.0722,0.304,0.038,95.0,304.0,-145.0,31.4,989.76,197.68127897968898,0.0,0.0,14469841.099452531,205.88402463626133,-76.48623620500258,0
1722918779405,0.0,0.0,-0.735,-0.1176,9.9176,-0.1292,-0.0494,0.114,96.0,304.0,-150.0,31.4,989.74,197.34187246304882,0.0,0.0,14469841.099452531,206.05556837372288,-76.48623620500258,0
1722918779454,0.0,0.0,-0.735,-0.1176,9.9176,-0.1634,0.0266,0.0494,96.0,304.0,-150.0,31.4,989.82,197.5964263092793,0.0,0.0,14469841.099452531,206.05556837372288,-76.48623620500258,0
1722918779502,0.0,0.0,-0.7545999999999999,-0.10779999999999999,9.9274,-0.2166,-0.0076,0.1444,96.0,302.0,-147.0,31.4,989.77,197.5964263092793,0.0,0.0,14469841.099452531,206.164461076659,-76.48623620500258,0
1722918779551,0.0,0.0,-0.7448,-0.1176,9.9078,-0.1558,0.0304,-0.0456,96.0,302.0,-147.0,31.4,989.88,197.34187246304882,0.0,0.0,14469841.099452531,206.164461076659,-76.48623620500258,0
1722918779599,0.0,0.0,-0.7448,-0.1176,9.9078,-0.0608,0.1064,0.2356,95.0,308.0,-147.0,31.4,989.74,197.34187246304882,0.0,0.0,14469841.099452531,205.6719368412488,-76.48623620500258,0
1722918779648,0.0,0.0,-0.7448,-0.10779999999999999,9.9176,-0.1634,0.1102,0.1064,95.0,308.0,-147.0,31.4,989.71,197.5964263092793,0.0,0.0,14469841.099452531,205.6719368412488,-76.48623620500258,0
1722918779696,0.0,0.0,-0.735,-0.1176,9.9274,-0.114,0.133,0.0152,95.0,304.0,-147.0,31.4,989.73,197.68127897968898,0.0,0.0,14469841.099452531,205.88402463626133,-76.48623620500258,0
1722918779745,0.0,0.0,-0.735,-0.10779999999999999,9.9078,-0.1406,-0.1216,0.095,95.0,304.0,-147.0,31.4,989.71,197.42672305096906,0.0,0.0,14469841.099452531,205.88402463626133,-76.48623620500258,0
1722918779793,0.0,0.0,-0.7448,-0.10779999999999999,9.9176,-0.2622,0.2242,0.0266,95.0,304.0,-147.0,31.4,989.76,197.85098640309127,0.0,0.0,14469841.099452531,205.88402463626133,-76.48623620500258,0
1722918779842,0.0,0.0,-0.7448,-0.10779999999999999,9.9176,-0.1178,-0.0836,0.0988,100.0,305.0,-149.0,31.4,989.79,196.91762993524503,0.0,0.0,14469841.099452531,206.68270588665115,-76.48623620500258,0
1722918779891,0.0,0.0,-0.735,-0.1176,9.9078,-0.171,0.0152,0.0494,100.0,305.0,-149.0,31.4,989.77,197.68127897968898,0.0,0.0,14469841.099452531,206.68270588665115,-76.48623620500258,0
1722918779941,0.0,0.0,-0.735,-0.10779999999999999,9.9078,-0.2166,-0.0494,0.2014,98.0,304.0,-149.0,31.4,989.65,197.5964263092793,0.0,0.0,14469841.099452531,206.39768241306408,-76.48623620500258,0
1722918779991,0.0,0.0,-0.735,-0.10779999999999999,9.9078,-0.1216,0.2014,0.0228,98.0,304.0,-149.0,31.4,989.7,197.17217336960422,0.0,0.0,14469841.099452531,206.39768241306408,-76.48623620500258,0
1722918780040,0.0,0.0,-0.7448,-0.10779999999999999,9.9176,-0.2052,-0.0228,0.0,93.0,302.0,-150.0,31.4,989.74,198.2752671105635,0.0,0.0,14469841.099452531,205.6460597690708,-76.48623620500258,0
1722918780090,0.0,0.0,-0.7448,-0.10779999999999999,9.9176,-0.1026,0.0874,0.1444,93.0,302.0,-150.0,31.4,989.7,197.85098640309127,0.0,0.0,14469841.099452531,205.6460597690708,-76.48623620500258,0
1722918780140,0.0,0.0,-0.7448,-0.1176,9.9176,-0.1254,0.0798,0.1558,94.0,305.0,-150.0,31.4,989.68,197.5964263092793,0.0,0.0,14469841.099452531,205.6591264698398,-76.48623620500258,0
1722918780190,0.0,0.0,-0.7448,-0.10779999999999999,9.898,-0.095,-0.0076,0.0,94.0,305.0,-150.0,31.4,989.71,197.42672305096906,0.0,0.0,14469841.099452531,205.6591264698398,-76.48623620500258,0
1722918780239,0.0,0.0,-0.7448,-0.10779999999999999,9.9176,-0.133,-0.0076,0.0456,95.0,302.0,-148.0,31.4,989.68,197.93584115610852,0.0,0.0,14469841.099452531,205.99198716066633,-76.48623620500258,0
1722918780289,0.0,0.0,-0.7448,-0.1176,9.9176,-0.1672,0.0114,0.1368,95.0,302.0,-148.0,31.4,989.74,197.68127897968898,0.0,0.0,14469841.099452531,205.99198716066633,-76.48623620500258,0
1722918780339,0.0,0.0,-0.7448,-0.1176,9.9078,-0.0646,0.1064,0.0608,95.0,304.0,-150.0,31.4,989.7,197.34187246304882,0.0,0.0,14469841.099452531,205.88402463626133,-76.48623620500258,0
1722918780388,0.0,0.0,-0.7448,-0.10779999999999999,9.9078,-0.1596,-0.0304,0.0076,95.0,304.0,-150.0,31.4,989.74,197.93584115610852,0.0,0.0,14469841.099452531,205.88402463626133,-76.48623620500258,0
1722918780438,0.0,0.0,-0.735,-0.1176,9.9176,-0.2052,0.1596,-0.057,95.0,305.0,-147.0,31.5,989.68,197.08732486405526,0.0,0.0,14469841.099452531,205.830527191945,-76.48623620500258,0
1722918780488,0.0,0.0,-0.7545999999999999,-0.1176,9.9176,-0.1558,0.019,0.0532,95.0,305.0,-148.0,31.5,989.73,197.5964263092793,0.0,0.0,14469841.099452531,205.830527191945,-76.48623620500258,0
1722918780538,0.0,0.0,-0.735,-0.1176,9.9176,-0.0988,0.1064,0.114,94.0,302.0,-148.0,31.5,989.57,197.93584115610852,0.0,0.0,14469841.099452531,205.81918598474692,-76.48623620500258,0
1722918780588,0.0,0.0,-0.735,-0.1176,9.9176,-0.2546,0.076,0.133,94.0,303.0,-150.0,31.5,989.76,197.5964263092793,0.0,0.0,14469841.099452531,205.7655115343799,-76.48623620500258,0
