MilliTime,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1741188146154,0.0,-0.0686,-0.5586,9.653,-0.2014,-0.228,0.0988,-2064.0,-579.0,522.0,31.8,1016.88,-30.260705927385608,0.0,0.0,15413989.11058411,442.8599565520543,-73.95931850975363,0
1741188146208,0.0,-0.0588,-0.5488,9.6432,-0.0912,-0.3458,0.0456,-2064.0,-583.0,520.0,31.8,1016.91,-29.59657881122454,0.0,0.0,15413989.11058411,442.75707069981127,-73.95931850975363,0
1741188146261,0.0,-0.0588,-0.5488,9.6432,0.1026,-0.1482,0.0456,-2063.0,-582.0,520.0,31.8,1016.85,-29.928647657663078,0.0,0.0,15413989.11058411,442.7755281302903,-73.95931850975363,0
1741188146312,0.0,-0.0686,-0.5586,9.6334,-0.152,-0.3154,0.1748,-2063.0,-582.0,520.0,31.8,1016.82,-29.59657881122454,0.0,0.0,15413989.11058411,442.7755281302903,-73.95931850975363,0
1741188146365,0.0,-0.0686,-0.5586,9.6334,-0.0076,0.095,0.1976,-2063.0,-583.0,519.0,31.8,1016.91,-29.928647657663078,0.0,0.0,15413989.11058411,442.7498057991579,-73.95931850975363,0
1741188146417,0.0,-0.0588,-0.5586,9.6432,-0.2356,-0.0836,0.1178,-2063.0,-583.0,519.0,31.8,1016.82,-30.17769235148396,0.0,0.0,15413989.11058411,442.7498057991579,-73.95931850975363,0
1741188146467,0.0,-0.0686,-0.5586,9.653,-0.0836,-0.076,0.0532,-2063.0,-581.0,520.0,31.8,1016.82,-30.17769235148396,0.0,0.0,15413989.11058411,442.80125697863343,-73.95931850975363,0
1741188146518,0.0,-0.0588,-0.5586,9.6432,-0.171,-0.418,0.1292,-2063.0,-581.0,520.0,31.8,1016.81,-29.098455708555782,0.0,0.0,15413989.11058411,442.80125697863343,-73.95931850975363,0
1741188146567,0.0,-0.0686,-0.5488,9.6432,-0.1254,-0.19,0.1596,-2064.0,-583.0,518.0,31.9,1016.85,-29.59657881122454,0.0,0.0,15413989.11058411,442.75707069981127,-73.95931850975363,0
1741188146616,0.0,-0.0686,-0.5488,9.6432,-0.1748,-0.076,0.0494,-2064.0,-583.0,518.0,31.9,1016.88,-29.59657881122454,0.0,0.0,15413989.11058411,442.75707069981127,-73.95931850975363,0
1741188146667,0.0,-0.0686,-0.5488,9.6432,-0.0456,-0.0988,0.0266,-2062.0,-582.0,518.0,31.9,1016.82,-29.34752023496435,0.0,0.0,15413989.11058411,442.76826733560443,-73.95931850975363,0
