MilliTime,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1741329413359,0.0,0.4606,-0.147,9.702,-1.5352,21.774,0.3572,-2328.0,-496.0,553.0,17.4,1025.26,-99.42993353664684,0.0,0.0,14471097.010653732,446.5024914596112,-76.32513503632185,0
1741329413411,0.0,-0.5781999999999999,-0.245,9.702,0.0532,9.1048,0.2128,-2326.0,-516.0,566.0,17.4,1025.22,-99.42993353664684,30.732645,130.993935,2.495293536779329,446.0220593679603,165.18069157216888,0
1741329413461,0.0,-1.3328,-0.2842,9.653,-0.0228,-6.6994,-0.3078,-2326.0,-516.0,566.0,17.4,1025.18,-99.42993353664684,30.732645,130.993935,2.495293536779329,446.0220593679603,165.18069157216888,0
1741329413510,0.0,-1.0486,-0.25479999999999997,9.662799999999999,-0.0836,-8.6792,-0.1938,-2326.0,-511.0,557.0,17.4,1025.23,-98.60525366860756,30.732645,130.993935,2.495293536779329,446.139499378477,165.18069157216888,0
1741329413562,0.0,-0.49979999999999997,-0.245,9.6922,-0.095,-1.4516,0.0456,-2326.0,-511.0,557.0,17.4,1025.15,-99.42993353664684,30.732645,130.993935,2.495293536779329,446.139499378477,165.18069157216888,0
1741329413613,0.0,-0.49979999999999997,-0.245,9.6922,-0.266,4.3396,-0.1482,-2326.0,-500.0,553.0,17.4,1025.2,-98.8526644680977,30.732651666666666,130.99394666666666,3.6095524451343106,446.39823884319605,150.91620720322842,0
1741329413665,0.0,-0.637,-0.245,9.6824,0.0456,1.0602,-0.0114,-2326.0,-500.0,553.0,17.4,1025.18,-97.78050866142937,30.732651666666666,130.99394666666666,3.6095524451343106,446.39823884319605,150.91620720322842,0
1741329413716,0.0,-0.9408,-0.25479999999999997,9.6726,-0.475,-2.6638,-0.0266,-2326.0,-499.0,552.0,17.4,1025.17,-99.5123979412398,30.732651666666666,130.99394666666666,3.6095524451343106,446.42178570717874,150.91620720322842,0
1741329413768,0.0,-0.7742,-0.25479999999999997,9.6922,-0.1216,-0.4408,0.2736,-2324.0,-501.0,554.0,17.4,1025.23,-98.27536348307788,30.732651666666666,130.99394666666666,3.6095524451343106,446.36454691199094,150.91620720322842,0
1741329413820,0.0,-0.6958,-0.25479999999999997,9.6824,-0.2736,1.0488,0.3382,-2324.0,-501.0,554.0,17.4,1025.22,-99.5123979412398,30.732651666666666,130.99394666666666,3.6095524451343106,446.36454691199094,150.91620720322842,0
1741329413873,0.0,-0.6958,-0.25479999999999997,9.6824,-0.5472,-0.437,0.2166,-2327.0,-504.0,558.0,17.4,1025.29,-98.77019485297721,30.732651666666666,130.99394666666666,3.6095524451343106,446.3091890499946,150.91620720322842,0
1741329413925,0.0,-0.833,-0.25479999999999997,9.6726,0.152,-0.2546,0.2014,-2327.0,-504.0,558.0,17.4,1025.22,-99.5123979412398,30.732651666666666,130.99394666666666,3.6095524451343106,446.3091890499946,150.91620720322842,0
1741329413976,0.0,-0.7448,-0.25479999999999997,9.6824,-0.0988,0.1482,0.228,-2324.0,-500.0,553.0,17.4,1025.25,-99.42993353664684,30.732651666666666,130.99394666666666,3.6095524451343106,446.3881080815124,150.91620720322842,0
1741329414028,0.0,-0.7742,-0.25479999999999997,9.6726,-0.2128,-0.5472,0.3496,-2324.0,-500.0,553.0,17.4,1025.22,-99.18253641516182,30.732651666666666,130.99394666666666,3.6095524451343106,446.3881080815124,150.91620720322842,0
1741329414079,0.0,-0.7742,-0.2646,9.6922,0.1216,-0.19,0.0798,-2326.0,-503.0,559.0,17.4,1025.14,-98.52278209933871,30.732651666666666,130.99394666666666,3.6095524451343106,446.3276232365373,150.91620720322842,0
1741329414131,0.0,-0.7742,-0.2646,9.6922,-0.0874,-0.3002,0.1102,-2326.0,-503.0,559.0,17.4,1025.22,-98.02793900387977,30.732651666666666,130.99394666666666,3.6095524451343106,446.3276232365373,150.91620720322842,0
1741329414181,0.0,-0.7644,-0.25479999999999997,9.6726,-0.1862,-0.0494,0.1178,-2324.0,-501.0,560.0,17.4,1025.21,-98.27536348307788,30.732651666666666,130.99394666666666,3.6095524451343106,446.36454691199094,150.91620720322842,0
1741329414234,0.0,-0.7644,-0.25479999999999997,9.6726,-0.0798,-0.2774,0.228,-2324.0,-501.0,560.0,17.4,1025.19,-99.18253641516182,30.732651666666666,130.99394666666666,3.6095524451343106,446.36454691199094,150.91620720322842,0
1741329414285,0.0,-0.7644,-0.25479999999999997,9.6824,-0.095,-0.2584,0.285,-2326.0,-500.0,556.0,17.4,1025.14,-98.68772458648051,30.732651666666666,130.99394666666666,3.6095524451343106,446.39823884319605,150.91620720322842,0
1741329414337,0.0,-0.7644,-0.25479999999999997,9.662799999999999,-0.399,-0.285,0.2166,-2326.0,-500.0,556.0,17.4,1025.2,-99.10006940538878,30.732651666666666,130.99394666666666,3.6095524451343106,446.39823884319605,150.91620720322842,0
1741329414390,0.0,-0.7644,-0.25479999999999997,9.662799999999999,-0.038,0.2508,0.0076,-2326.0,-499.0,561.0,17.5,1025.22,-99.01760174429856,30.732651666666666,130.99394666666666,3.6095524451343106,446.42178570717874,150.91620720322842,0
1741329414441,0.0,-0.7644,-0.2646,9.662799999999999,-0.1102,-0.2242,0.0342,-2326.0,-499.0,561.0,17.4,1025.1,-99.34746848077609,30.732651666666666,130.99394666666666,3.6095524451343106,446.42178570717874,150.91620720322842,0
1741329414491,0.0,-0.7742,-0.2646,9.6922,-0.4294,-0.5282,0.0988,-2328.0,-501.0,557.0,17.5,1025.19,-98.19288930812692,30.732651666666666,130.99394666666666,3.6095524451343106,446.3848286997352,150.91620720322842,0
1741329414541,0.0,-0.7644,-0.25479999999999997,9.662799999999999,-0.2204,-0.4142,0.2432,-2328.0,-501.0,557.0,17.5,1025.14,-98.68772458648051,30.732651666666666,130.99394666666666,3.6095524451343106,446.3848286997352,150.91620720322842,0
1741329414593,0.0,-0.7644,-0.25479999999999997,9.662799999999999,-0.1444,-0.1558,0.1406,-2325.0,-499.0,555.0,17.5,1025.21,-98.77019485297721,30.732651666666666,130.99394666666666,3.6095524451343106,446.41673164291285,150.91620720322842,0
1741329414645,0.0,-0.7545999999999999,-0.2646,9.6726,-0.4066,-0.2812,0.0304,-2325.0,-499.0,555.0,17.5,1025.09,-98.93513343187148,30.73265333333333,130.99394833333332,3.8495249391973028,446.41673164291285,150.18415542602025,0
1741329414697,0.0,-0.7644,-0.25479999999999997,9.6824,-0.0342,-0.1216,0.0038,-2325.0,-501.0,556.0,17.5,1025.14,-98.93513343187148,30.73265333333333,130.99394833333332,3.8495249391973028,446.3696236112082,150.18415542602025,0
1741329414748,0.0,-0.7545999999999999,-0.25479999999999997,9.6824,-0.0836,-0.6992,0.4522,-2325.0,-501.0,556.0,17.5,1025.17,-98.68772458648051,30.73265333333333,130.99394833333332,3.8495249391973028,446.3696236112082,150.18415542602025,0
1741329414799,0.0,-0.7644,-0.2646,9.6726,0.2774,0.0418,0.1368,-2327.0,-499.0,556.0,17.5,1025.13,-98.4403098786641,30.73265333333333,130.99394833333332,3.8495249391973028,446.42683561864425,150.18415542602025,0
1741329414852,0.0,-0.7644,-0.2646,9.6726,0.1634,-0.6118,0.133,-2327.0,-499.0,556.0,17.5,1025.16,-99.01760174429856,30.73265333333333,130.99394833333332,3.8495249391973028,446.42683561864425,150.18415542602025,0
