MilliTime,count,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1709531055756,0.0,0.0,-0.7448,0.196,9.7608,-0.1558,-0.1216,0.3344,-91.0,61.0,-62.0,23.7,1011.54,14.746502241210061,0.0,0.0,14469841.099452531,492.3651198224514,-76.48623620500258,0
1709531055888,0.0,0.0,-0.7448,0.20579999999999998,9.7412,-0.0836,-0.0684,0.0874,-89.0,59.0,-62.0,23.7,1011.39,14.746502241210061,0.0,0.0,14469841.099452531,492.07124765412277,-76.48623620500258,0
1709531055955,0.0,0.0,-0.735,0.21559999999999999,9.751,-0.019,0.0228,0.0874,-92.0,60.0,-61.0,23.8,1011.49,14.413017278355936,0.0,0.0,14469841.099452531,491.641341960372,-76.48623620500258,0
1709531056016,0.0,0.0,-0.735,0.20579999999999998,9.7412,0.0152,-0.3648,0.0988,-92.0,60.0,-61.0,23.7,1011.42,14.663129999414684,0.0,0.0,14469841.099452531,491.641341960372,-76.48623620500258,0
1709531056075,0.0,0.0,-0.735,0.20579999999999998,9.7608,-0.0494,-0.2356,0.1976,-94.0,60.0,-59.0,23.8,1011.48,14.496387517997466,0.0,0.0,14469841.099452531,491.08000349219344,-76.48623620500258,0
1709531056136,0.0,0.0,-0.735,0.20579999999999998,9.7412,-0.0874,-0.076,0.3002,-94.0,60.0,-59.0,23.8,1011.45,15.41350420337312,0.0,0.0,14469841.099452531,491.08000349219344,-76.48623620500258,0
1709531056198,0.0,0.0,-0.735,0.20579999999999998,9.7412,-0.0836,-0.2394,0.114,-93.0,59.0,-61.0,23.8,1011.45,14.663129999414684,0.0,0.0,14469841.099452531,490.92139320663375,-76.48623620500258,0
1709531056269,0.0,0.0,-0.735,0.21559999999999999,9.751,0.0418,-0.2622,-0.0076,-93.0,62.0,-61.0,23.8,1011.48,14.663129999414684,0.0,0.0,14469841.099452531,492.2200675259798,-76.48623620500258,0
1709531056341,0.0,0.0,-0.7252,0.20579999999999998,9.751,-0.0684,-0.1862,0.2204,-93.0,63.0,-61.0,23.8,1011.4,14.996622971120436,0.0,0.0,14469841.099452531,492.64447294534125,-76.48623620500258,0
1709531056403,0.0,0.0,-0.735,0.20579999999999998,9.751,-0.0228,0.0874,0.1216,-93.0,63.0,-61.0,23.8,1011.49,14.496387517997466,0.0,0.0,14469841.099452531,492.64447294534125,-76.48623620500258,0
1709531056465,0.0,0.0,-0.735,0.20579999999999998,9.751,0.0912,0.0228,0.0988,-93.0,62.0,-63.0,23.8,1011.51,14.413017278355936,0.0,0.0,14469841.099452531,492.2200675259798,-76.48623620500258,0
1709531056525,0.0,0.0,-0.7448,0.20579999999999998,9.7412,-0.0646,-0.171,0.1254,-93.0,62.0,-63.0,23.8,1011.45,14.913248727053093,0.0,0.0,14469841.099452531,492.2200675259798,-76.48623620500258,0
1709531056585,0.0,0.0,-0.7448,0.20579999999999998,9.7608,0.0228,0.0418,0.0418,-94.0,61.0,-62.0,23.8,1011.46,14.746502241210061,0.0,0.0,14469841.099452531,491.51099754545544,-76.48623620500258,0
1709531056647,0.0,0.0,-0.735,0.196,9.751,-0.0912,-0.1938,0.114,-92.0,60.0,-61.0,23.8,1011.48,15.747021204207757,0.0,0.0,14469841.099452531,491.641341960372,-76.48623620500258,0
1709531056709,0.0,0.0,-0.735,0.20579999999999998,9.731399999999999,-0.1178,-0.2204,-0.038,-92.0,60.0,-61.0,23.8,1011.44,14.996622971120436,0.0,0.0,14469841.099452531,491.641341960372,-76.48623620500258,0
1709531056775,0.0,0.0,-0.735,0.20579999999999998,9.7608,-0.0494,-0.0836,0.0266,-93.0,63.0,-59.0,23.8,1011.45,14.496387517997466,0.0,0.0,14469841.099452531,492.64447294534125,-76.48623620500258,0
