MilliTime,count,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1709520800067,0.0,0.0,-0.441,0.6762,9.751,-0.0798,-0.1938,0.0228,3.0,60.0,-72.0,24.0,1011.23,17.164587625273207,0.0,0.0,14469841.099452531,191.39240522611175,-76.48623620500258,0
1709520800391,0.0,0.0,-0.4508,0.6566,9.7412,-0.1786,-0.076,0.247,5.0,60.0,-72.0,24.0,1011.17,17.081196023734655,0.0,0.0,14469841.099452531,193.2936416907262,-76.48623620500258,0
1709520800551,0.0,0.0,-0.4508,0.6664,9.7412,0.114,-0.1748,0.2318,1e-07,59.0,-71.0,24.0,1011.2,17.331372831641048,0.0,0.0,14469841.099452531,188.5300000971115,-76.48623620500258,0
1709520800667,0.0,0.0,-0.4508,0.6664,9.751,-0.0228,-0.2204,0.0798,6.0,57.0,-73.0,24.0,1011.13,17.414766436485102,0.0,0.0,14469841.099452531,194.5390059574945,-76.48623620500258,0
1709520800785,0.0,0.0,-0.441,0.6664,9.751,-0.0076,0.0532,0.0988,3.0,60.0,-70.0,24.0,1011.17,17.66495125782515,0.0,0.0,14469841.099452531,191.39240522611175,-76.48623620500258,0
1709520800876,0.0,0.0,-0.4508,0.6664,9.751,-0.0038,-0.0608,-0.0532,1.0,57.0,-71.0,24.0,1011.16,17.831744477843195,0.0,0.0,14469841.099452531,189.5350860052542,-76.48623620500258,0
1709520800964,0.0,0.0,-0.4508,0.6664,9.751,0.0494,-0.0836,-0.0228,4.0,60.0,-70.0,24.0,1011.14,17.66495125782515,0.0,0.0,14469841.099452531,192.34407483429035,-76.48623620500258,0
1709520801065,0.0,0.0,-0.441,0.6664,9.751,0.0608,-0.2964,0.133,3.0,59.0,-69.0,24.0,1011.13,17.66495125782515,0.0,0.0,14469841.099452531,191.44083782616775,-76.48623620500258,0
1709520801154,0.0,0.0,-0.441,0.6762,9.7412,-0.0304,-0.3458,-0.0228,2.0,56.0,-70.0,24.0,1011.14,17.081196023734655,0.0,0.0,14469841.099452531,190.57540848888723,-76.48623620500258,0
1709520801275,0.0,0.0,-0.441,0.6664,9.7412,-0.0038,-0.3002,0.1102,4.0,60.0,-71.0,24.0,1011.13,16.83102522552823,0.0,0.0,14469841.099452531,192.34407483429035,-76.48623620500258,0
1709520801356,0.0,0.0,-0.441,0.6762,9.7412,0.0342,-0.3344,0.1444,3.0,58.0,-71.0,24.0,1011.14,17.414766436485102,0.0,0.0,14469841.099452531,191.49093613416375,-76.48623620500258,0
1709520801427,0.0,0.0,-0.441,0.6762,9.7412,-0.209,-0.2204,0.095,2.0,58.0,-72.0,24.0,1011.29,17.831744477843195,0.0,0.0,14469841.099452531,190.50493401088198,-76.48623620500258,0
1709520801501,0.0,0.0,-0.4508,0.6566,9.7608,0.076,-0.209,0.1672,2.0,58.0,-72.0,24.0,1011.22,16.91441482387447,0.0,0.0,14469841.099452531,190.50493401088198,-76.48623620500258,0
1709520801578,0.0,0.0,-0.441,0.6762,9.7608,-0.266,-0.209,0.1558,3.0,58.0,-71.0,24.0,1011.25,17.331372831641048,0.0,0.0,14469841.099452531,191.49093613416375,-76.48623620500258,0
1709520801669,0.0,0.0,-0.441,0.6762,9.7608,0.2736,0.1216,0.0304,2.0,59.0,-70.0,24.0,1011.2,17.164587625273207,0.0,0.0,14469841.099452531,190.47148639091438,-76.48623620500258,0
1709520801740,0.0,0.0,-0.4214,0.6762,9.7412,-0.133,-0.2508,0.0722,4.0,58.0,-70.0,24.0,1011.29,16.83102522552823,0.0,0.0,14469841.099452531,192.47518622903755,-76.48623620500258,0
1709520801822,0.0,0.0,-0.441,0.6762,9.751,-0.076,-0.1938,0.171,3.0,58.0,-71.0,24.0,1011.28,16.580860436706786,0.0,0.0,14469841.099452531,191.49093613416375,-76.48623620500258,0
1709520801898,0.0,0.0,-0.441,0.6566,9.751,0.0722,-0.0798,0.1444,3.0,58.0,-71.0,24.0,1011.26,16.580860436706786,0.0,0.0,14469841.099452531,191.49093613416375,-76.48623620500258,0
1709520801977,0.0,0.0,-0.441,0.6566,9.7412,-0.1026,-0.494,0.2128,3.0,58.0,-72.0,24.0,1011.17,17.414766436485102,0.0,0.0,14469841.099452531,191.49093613416375,-76.48623620500258,0
1709520802050,0.0,0.0,-0.441,0.6664,9.7412,0.0456,-0.0114,0.0456,3.0,59.0,-71.0,24.0,1011.28,16.330701656935656,0.0,0.0,14469841.099452531,191.44083782616775,-76.48623620500258,0
1709520802163,0.0,0.0,-0.4606,0.6467999999999999,9.7608,-0.19,-0.2698,0.2356,5.0,60.0,-70.0,24.0,1011.19,17.081196023734655,0.0,0.0,14469841.099452531,193.2936416907262,-76.48623620500258,0
1709520802306,0.0,0.0,-0.43119999999999997,0.6859999999999999,9.751,0.1216,-0.1026,0.133,3.0,56.0,-70.0,24.0,1011.16,17.081196023734655,0.0,0.0,14469841.099452531,191.59648550112587,-76.48623620500258,0
