MilliTime,count,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1709537527808,0.0,0.0,0.8231999999999999,0.392,9.6432,0.0228,-0.076,0.038,-4.0,95.0,-152.0,21.4,1012.0,10.078684162700304,0.0,0.0,14469841.099452531,186.11897025338877,-76.48623620500258,0
1709537528089,0.0,0.0,0.8231999999999999,0.392,9.6432,-0.0722,-0.3192,0.0684,-2.0,95.0,-155.0,21.4,1012.0,10.41203037377,0.0,0.0,14469841.099452531,187.32395122078003,-76.48623620500258,0
1709537528219,0.0,0.0,0.8231999999999999,0.392,9.6334,0.0646,-0.1368,0.2242,-3.0,90.0,-154.0,21.4,1012.03,10.41203037377,0.0,0.0,14469841.099452531,186.62084756700364,-76.48623620500258,0
1709537528307,0.0,0.0,0.8231999999999999,0.392,9.6334,-0.0798,-0.1254,0.0684,-3.0,90.0,-154.0,21.4,1012.01,9.912015057666279,0.0,0.0,14469841.099452531,186.62084756700364,-76.48623620500258,0
1709537528380,0.0,0.0,0.8231999999999999,0.392,9.6432,0.1368,-0.2014,0.2318,-5.0,95.0,-155.0,21.4,1012.03,10.495368593483514,0.0,0.0,14469841.099452531,185.51721249581666,-76.48623620500258,0
1709537528443,0.0,0.0,0.8231999999999999,0.392,9.6334,0.0114,-0.0836,0.0494,-5.0,92.0,-153.0,21.4,1012.06,10.245355934705348,0.0,0.0,14469841.099452531,185.41915934650922,-76.48623620500258,0
1709537528510,0.0,0.0,0.8231999999999999,0.392,9.6432,-0.114,-0.3154,0.1178,-6.0,93.0,-154.0,21.4,1012.03,9.995349276817452,0.0,0.0,14469841.099452531,184.83861401354875,-76.48623620500258,0
1709537528619,0.0,0.0,0.8231999999999999,0.392,9.6432,-0.019,-0.3306,0.1786,-3.0,94.0,-154.0,21.4,1011.94,10.99541191500504,0.0,0.0,14469841.099452531,186.702031755695,-76.48623620500258,0
1709537528724,0.0,0.0,0.8231999999999999,0.4018,9.6432,-0.0646,-0.1786,0.1634,-3.0,94.0,-153.0,21.4,1011.97,9.662016400465044,0.0,0.0,14469841.099452531,186.702031755695,-76.48623620500258,0
1709537528851,0.0,0.0,0.8231999999999999,0.392,9.6334,-0.0494,-0.2128,0.2584,-4.0,92.0,-154.0,21.4,1012.06,10.41203037377,0.0,0.0,14469841.099452531,186.04044707800085,-76.48623620500258,0
