MilliTime,count,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1709518450497,0.0,0.0,-0.8917999999999999,0.7644,9.7608,-0.0152,-0.2774,0.1406,-13.0,89.0,4.0,22.3,1011.25,17.081196023734655,0.0,0.0,14469841.099452531,180.2197228324758,-76.48623620500258,0
1709518450804,0.0,0.0,-0.9016,0.7545999999999999,9.751,-0.095,-0.3078,0.228,-12.0,88.0,5.0,22.3,1011.14,17.66495125782515,0.0,0.0,14469841.099452531,180.76483398157467,-76.48623620500258,0
1709518450944,0.0,0.0,-0.9016,0.7644,9.7608,0.0418,-0.114,-0.0038,-17.0,87.0,2.0,22.3,1011.23,17.081196023734655,0.0,0.0,14469841.099452531,537.4735870197518,-76.48623620500258,0
1709518451028,0.0,0.0,-0.9016,0.7644,9.7608,-0.0152,-0.0836,0.019,-17.0,87.0,2.0,22.3,1011.14,16.66424803195915,0.0,0.0,14469841.099452531,537.4735870197518,-76.48623620500258,0
1709518451109,0.0,0.0,-0.8917999999999999,0.7644,9.751,-0.1786,-0.247,0.1976,-13.0,90.0,4.0,22.3,1011.2,17.414766436485102,0.0,0.0,14469841.099452531,180.31079075110097,-76.48623620500258,0
1709518451180,0.0,0.0,-0.8917999999999999,0.7644,9.751,-0.1444,-0.3686,0.2698,-15.0,85.0,3.0,22.3,1011.26,16.330701656935656,0.0,0.0,14469841.099452531,538.5220201985587,-76.48623620500258,0
1709518451254,0.0,0.0,-0.9016,0.7545999999999999,9.7706,0.0494,-0.1938,-0.0646,-15.0,88.0,2.0,22.3,1011.22,16.91441482387447,0.0,0.0,14469841.099452531,538.8566445675965,-76.48623620500258,0
1709518451325,0.0,0.0,-0.8917999999999999,0.7545999999999999,9.7608,0.0152,-0.0836,0.0874,-15.0,88.0,2.0,22.3,1011.26,17.081196023734655,0.0,0.0,14469841.099452531,538.8566445675965,-76.48623620500258,0
1709518451394,0.0,0.0,-0.8917999999999999,0.7545999999999999,9.7608,0.0874,-0.3154,0.1824,-18.0,86.0,3.0,22.3,1011.22,17.081196023734655,0.0,0.0,14469841.099452531,536.7085116593928,-76.48623620500258,0
1709518451464,0.0,0.0,-0.8917999999999999,0.7644,9.7608,-0.1634,-0.2508,0.1178,-17.0,85.0,4.0,22.3,1011.29,16.41408724920242,0.0,0.0,14469841.099452531,537.2200675259799,-76.48623620500258,0
1709518451535,0.0,0.0,-0.9016,0.7644,9.7706,-0.0076,-0.2622,0.2736,-16.0,86.0,3.0,22.3,1011.25,17.164587625273207,0.0,0.0,14469841.099452531,537.9908162713718,-76.48623620500258,0
1709518451609,0.0,0.0,-0.9016,0.7644,9.7608,-0.0152,-0.0722,0.1178,-16.0,86.0,3.0,22.4,1011.22,17.414766436485102,0.0,0.0,14469841.099452531,537.9908162713718,-76.48623620500258,0
1709518451698,0.0,0.0,-0.9016,0.7742,9.7608,-0.0152,-0.152,0.0912,-18.0,88.0,2.0,22.3,1011.25,16.080548885894935,0.0,0.0,14469841.099452531,536.9698692057823,-76.48623620500258,0
1709518451776,0.0,0.0,-0.9016,0.7545999999999999,9.7608,0.152,-0.152,0.133,-15.0,84.0,2.0,22.4,1011.23,16.91441482387447,0.0,0.0,14469841.099452531,538.4053283446021,-76.48623620500258,0
1709518451847,0.0,0.0,-0.9016,0.7644,9.7608,-0.0874,-0.3952,0.0722,-13.0,88.0,3.0,22.4,1011.28,16.91441482387447,0.0,0.0,14469841.099452531,180.12662890943918,-76.48623620500258,0
1709518451931,0.0,0.0,-0.8917999999999999,0.7644,9.751,-0.019,-0.3534,0.1634,-13.0,88.0,3.0,22.4,1011.2,16.580860436706786,0.0,0.0,14469841.099452531,180.12662890943918,-76.48623620500258,0
1709518452002,0.0,0.0,-0.9016,0.7545999999999999,9.7608,-0.076,-0.2774,0.133,-18.0,87.0,3.0,22.4,1011.22,17.164587625273207,0.0,0.0,14469841.099452531,536.8406308245608,-76.48623620500258,0
1709518452075,0.0,0.0,-0.9016,0.7644,9.7608,0.0114,-0.247,0.1444,-14.0,87.0,3.0,22.4,1011.28,16.080548885894935,0.0,0.0,14469841.099452531,539.3883597764751,-76.48623620500258,0
1709518452151,0.0,0.0,-0.9016,0.7644,9.751,-0.0608,-0.0836,-0.0038,-15.0,87.0,6.0,22.4,1011.22,17.164587625273207,0.0,0.0,14469841.099452531,538.7475929681927,-76.48623620500258,0
1709518452227,0.0,0.0,-0.9016,0.7644,9.7608,0.1482,-0.114,0.0874,-16.0,87.0,-1.0,22.4,1011.34,16.580860436706786,0.0,0.0,14469841.099452531,538.1092876032055,-76.48623620500258,0
1709518452307,0.0,0.0,-0.9016,0.7742,9.7608,0.076,-0.1368,0.1862,-16.0,87.0,-1.0,22.4,1011.26,16.580860436706786,0.0,0.0,14469841.099452531,538.1092876032055,-76.48623620500258,0
1709518452383,0.0,0.0,-0.8917999999999999,0.7742,9.7608,-0.152,-0.0912,0.2014,-19.0,87.0,0.0,22.4,1011.25,16.99780508993672,0.0,0.0,14469841.099452531,536.2105547433634,-76.48623620500258,0
1709518452459,0.0,0.0,-0.8917999999999999,0.7545999999999999,9.7608,-0.0646,-0.0684,0.0494,-14.0,89.0,3.0,22.4,1011.26,16.163932475294217,0.0,0.0,14469841.099452531,539.5904349968484,-76.48623620500258,0
1709518452544,0.0,0.0,-0.9016,0.7545999999999999,9.7706,0.038,-0.4598,0.095,-16.0,87.0,3.0,22.4,1011.21,16.74763629489307,0.0,0.0,14469841.099452531,538.1092876032055,-76.48623620500258,0
1709518452618,0.0,0.0,-0.8917999999999999,0.7545999999999999,9.7608,-0.0874,-0.2622,0.2508,-14.0,86.0,2.0,22.4,1011.26,16.74763629489307,0.0,0.0,14469841.099452531,539.2838872544368,-76.48623620500258,0
1709518452698,0.0,0.0,-0.9016,0.7644,9.7412,-0.0646,-0.2432,0.2356,-14.0,86.0,2.0,22.4,1011.22,16.66424803195915,0.0,0.0,14469841.099452531,539.2838872544368,-76.48623620500258,0
1709518452770,0.0,0.0,-0.8917999999999999,0.7644,9.751,-0.133,-0.1254,0.1368,-15.0,89.0,0.0,22.4,1011.21,16.580860436706786,0.0,0.0,14469841.099452531,538.9633140102856,-76.48623620500258,0
1709518452855,0.0,0.0,-0.8917999999999999,0.7644,9.7608,-0.2204,-0.2926,0.1786,-16.0,84.0,2.0,22.4,1011.24,16.74763629489307,0.0,0.0,14469841.099452531,537.7457021324374,-76.48623620500258,0
1709518452933,0.0,0.0,-0.8917999999999999,0.7644,9.7706,-0.019,-0.0494,0.171,-13.0,90.0,4.0,22.4,1011.22,17.414766436485102,0.0,0.0,14469841.099452531,180.31079075110097,-76.48623620500258,0
1709518453008,0.0,0.0,-0.8917999999999999,0.7644,9.751,-0.0038,-0.1824,0.247,-17.0,89.0,3.0,22.4,1011.22,17.164587625273207,0.0,0.0,14469841.099452531,537.7161224863751,-76.48623620500258,0
1709518453080,0.0,0.0,-0.9016,0.7545999999999999,9.7608,-0.1672,-0.1976,0.0684,-17.0,89.0,3.0,22.4,1011.24,17.414766436485102,0.0,0.0,14469841.099452531,537.7161224863751,-76.48623620500258,0
1709518453152,0.0,0.0,-0.9016,0.7742,9.7608,0.0874,-0.1178,0.0988,-16.0,89.0,1.0,22.4,1011.24,16.49747350912121,0.0,0.0,14469841.099452531,538.3384981499723,-76.48623620500258,0
1709518453226,0.0,0.0,-0.9016,0.7644,9.7608,0.0532,-0.2508,0.1786,-16.0,86.0,4.0,22.4,1011.3,16.99780508993672,0.0,0.0,14469841.099452531,537.9908162713718,-76.48623620500258,0
1709518453308,0.0,0.0,-0.8917999999999999,0.7545999999999999,9.7706,0.0798,-0.2812,0.095,-15.0,86.0,1.0,22.4,1011.19,16.74763629489307,0.0,0.0,14469841.099452531,538.6360793302646,-76.48623620500258,0
1709518453381,0.0,0.0,-0.8917999999999999,0.7644,9.7608,-0.019,-0.1938,0.1292,-15.0,86.0,1.0,22.4,1011.21,16.66424803195915,0.0,0.0,14469841.099452531,538.6360793302646,-76.48623620500258,0
1709518453469,0.0,0.0,-0.8917999999999999,0.7644,9.7608,-0.0266,-0.2014,0.0798,-15.0,87.0,3.0,22.4,1011.33,17.414766436485102,0.0,0.0,14469841.099452531,538.7475929681927,-76.48623620500258,0
1709518453546,0.0,0.0,-0.8917999999999999,0.7644,9.7608,0.0304,-0.133,0.1938,-16.0,89.0,2.0,22.4,1011.25,17.164587625273207,0.0,0.0,14469841.099452531,538.3384981499723,-76.48623620500258,0
1709518453621,0.0,0.0,-0.8917999999999999,0.7644,9.751,-0.1368,-0.0114,0.2508,-16.0,87.0,2.0,22.4,1011.22,16.74763629489307,0.0,0.0,14469841.099452531,538.1092876032055,-76.48623620500258,0
1709518453698,0.0,0.0,-0.9016,0.7545999999999999,9.7608,-0.057,-0.3154,0.2622,-14.0,88.0,2.0,22.4,1011.27,17.247979894572055,0.0,0.0,14469841.099452531,539.4905171966449,-76.48623620500258,0
1709518453776,0.0,0.0,-0.8917999999999999,0.7644,9.7608,-0.0152,-0.2698,0.2394,-14.0,88.0,2.0,22.4,1011.28,17.164587625273207,0.0,0.0,14469841.099452531,539.4905171966449,-76.48623620500258,0
1709518453850,0.0,0.0,-0.8917999999999999,0.7644,9.751,0.0076,-0.2318,0.2622,-15.0,84.0,2.0,22.4,1011.3,16.163932475294217,0.0,0.0,14469841.099452531,538.4053283446021,-76.48623620500258,0
1709518453925,0.0,0.0,-0.8917999999999999,0.7644,9.7706,0.019,-0.0608,0.1254,-17.0,89.0,3.0,22.4,1011.25,17.164587625273207,0.0,0.0,14469841.099452531,537.7161224863751,-76.48623620500258,0
