MilliTime,count,Phase,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Temp,Pres,Alti,Lat,Lng,Distance,Azimuth,Angle,Direction
1709520097217,0.0,0.0,-1.0976,0.098,9.751,-0.4674,-0.3344,1.0222,-4.0,47.0,-88.0,25.9,1011.26,16.66424803195915,0.0,0.0,14469841.099452531,183.6654855622395,-76.48623620500258,0
1709520097482,0.0,0.0,-1.1074,0.1176,9.751,0.3382,-0.0874,-0.1406,-2.0,46.0,-85.0,25.9,1011.25,17.414766436485102,0.0,0.0,14469841.099452531,186.04044707800085,-76.48623620500258,0
1709520097555,0.0,0.0,-1.1074,0.098,9.751,-0.1444,-0.1672,0.399,-2.0,46.0,-85.0,25.9,1011.22,17.414766436485102,0.0,0.0,14469841.099452531,186.04044707800085,-76.48623620500258,0
1709520097630,0.0,0.0,-1.1074,0.10779999999999999,9.751,0.038,-0.133,0.247,-1.0,45.0,-85.0,25.9,1011.16,16.83102522552823,0.0,0.0,14469841.099452531,187.25696997994328,-76.48623620500258,0
1709520097702,0.0,0.0,-1.1074,0.10779999999999999,9.751,-0.1862,-0.1406,0.1406,-5.0,47.0,-85.0,25.9,1011.26,16.330701656935656,0.0,0.0,14469841.099452531,182.45754359279232,-76.48623620500258,0
1709520097784,0.0,0.0,-1.1074,0.098,9.7412,0.3154,-0.1254,0.1824,-4.0,45.0,-86.0,26.0,1011.26,16.580860436706786,0.0,0.0,14469841.099452531,183.4503921399854,-76.48623620500258,0
1709520097865,0.0,0.0,-1.1172,0.10779999999999999,9.7412,-0.0114,-0.1558,0.2622,-3.0,43.0,-86.0,26.0,1011.31,16.74763629489307,0.0,0.0,14469841.099452531,184.53908690157022,-76.48623620500258,0
1709520097935,0.0,0.0,-1.0976,0.10779999999999999,9.751,0.0836,-0.133,0.0304,-3.0,43.0,-86.0,26.0,1011.24,17.164587625273207,0.0,0.0,14469841.099452531,184.53908690157022,-76.48623620500258,0
1709520098005,0.0,0.0,-1.1074,0.1176,9.7412,-0.0988,-0.0684,0.133,-3.0,45.0,-87.0,26.0,1011.22,16.41408724920242,0.0,0.0,14469841.099452531,184.71592516570965,-76.48623620500258,0
1709520098078,0.0,0.0,-1.1074,0.098,9.751,0.1292,-0.2014,0.1254,-3.0,45.0,-86.0,26.0,1011.28,16.41408724920242,0.0,0.0,14469841.099452531,184.71592516570965,-76.48623620500258,0
1709520098156,0.0,0.0,-1.1074,0.10779999999999999,9.7706,-0.2318,-0.114,0.2888,-5.0,47.0,-85.0,26.0,1011.28,17.66495125782515,0.0,0.0,14469841.099452531,182.45754359279232,-76.48623620500258,0
1709520098230,0.0,0.0,-1.0976,0.0882,9.7412,-0.1444,-0.2128,0.399,-5.0,47.0,-85.0,26.0,1011.21,16.91441482387447,0.0,0.0,14469841.099452531,182.45754359279232,-76.48623620500258,0
1709520098306,0.0,0.0,-1.1074,0.098,9.751,0.1634,-0.152,0.0266,-4.0,46.0,-83.0,26.0,1011.15,16.74763629489307,0.0,0.0,14469841.099452531,183.56025927188972,-76.48623620500258,0
1709520098388,0.0,0.0,-1.1074,0.10779999999999999,9.7608,-0.5092,0.0494,0.0076,-3.0,45.0,-85.0,26.0,1011.25,16.24731673230123,0.0,0.0,14469841.099452531,184.71592516570965,-76.48623620500258,0
1709520098467,0.0,0.0,-1.1074,0.098,9.7412,0.3686,-0.4446,0.3002,-6.0,42.0,-86.0,26.0,1011.25,17.247979894572055,0.0,0.0,14469841.099452531,180.39989764584402,-76.48623620500258,0
1709520098543,0.0,0.0,-1.0976,0.1176,9.751,-0.608,-0.2432,-0.2242,-4.0,46.0,-87.0,26.0,1011.19,16.66424803195915,0.0,0.0,14469841.099452531,183.56025927188972,-76.48623620500258,0
1709520098623,0.0,0.0,-1.1074,0.098,9.7706,0.114,-0.456,0.1634,-4.0,46.0,-87.0,26.0,1011.21,16.99780508993672,0.0,0.0,14469841.099452531,183.56025927188972,-76.48623620500258,0
1709520098708,0.0,0.0,-1.0976,0.10779999999999999,9.7412,-0.1026,-0.1976,0.0646,-6.0,46.0,-85.0,26.0,1011.18,17.164587625273207,0.0,0.0,14469841.099452531,181.0985920288275,-76.48623620500258,0
1709520098785,0.0,0.0,-1.1074,0.098,9.751,-0.456,-0.209,0.2622,-4.0,44.0,-86.0,26.0,1011.21,16.74763629489307,0.0,0.0,14469841.099452531,183.33557109226518,-76.48623620500258,0
1709520098862,0.0,0.0,-1.0976,0.10779999999999999,9.7608,0.1102,-0.1216,0.1672,-4.0,48.0,-85.0,26.0,1011.21,17.247979894572055,0.0,0.0,14469841.099452531,183.7663583092738,-76.48623620500258,0
1709520098938,0.0,0.0,-1.0877999999999999,0.10779999999999999,9.7608,-0.0836,-0.2318,0.5358,-4.0,47.0,-84.0,26.0,1011.25,16.24731673230123,0.0,0.0,14469841.099452531,183.6654855622395,-76.48623620500258,0
1709520099015,0.0,0.0,-1.1074,0.10779999999999999,9.7412,0.3268,-0.2166,-0.247,-4.0,47.0,-84.0,26.0,1011.33,16.99780508993672,0.0,0.0,14469841.099452531,183.6654855622395,-76.48623620500258,0
1709520099091,0.0,0.0,-1.0976,0.10779999999999999,9.751,-0.2128,-0.304,0.3838,-4.0,45.0,-83.0,26.0,1011.3,16.66424803195915,0.0,0.0,14469841.099452531,183.4503921399854,-76.48623620500258,0
1709520099167,0.0,0.0,-1.0976,0.098,9.7608,0.0456,-0.6194,0.2736,-3.0,45.0,-86.0,26.0,1011.24,17.247979894572055,0.0,0.0,14469841.099452531,184.71592516570965,-76.48623620500258,0
1709520099242,0.0,0.0,-1.0976,0.1176,9.751,-0.589,-0.1406,0.3078,-3.0,48.0,-86.0,26.1,1011.19,17.164587625273207,0.0,0.0,14469841.099452531,184.95366562500266,-76.48623620500258,0
1709520099328,0.0,0.0,-1.1074,0.10779999999999999,9.751,0.2318,0.1938,0.0418,-4.0,47.0,-84.0,26.1,1011.24,16.91441482387447,0.0,0.0,14469841.099452531,183.6654855622395,-76.48623620500258,0
1709520099406,0.0,0.0,-1.1074,0.12739999999999999,9.7608,-0.3952,0.0836,-0.1862,-4.0,47.0,-84.0,26.1,1011.12,17.247979894572055,0.0,0.0,14469841.099452531,183.6654855622395,-76.48623620500258,0
1709520099479,0.0,0.0,-1.1074,0.0784,9.751,0.323,-0.323,-0.247,-5.0,45.0,-87.0,26.1,1011.19,16.91441482387447,0.0,0.0,14469841.099452531,182.1898082540901,-76.48623620500258,0
1709520099567,0.0,0.0,-1.0976,0.098,9.7412,-0.2014,-0.6954,0.114,-5.0,46.0,-85.0,26.1,1011.28,17.247979894572055,0.0,0.0,14469841.099452531,182.32655209830818,-76.48623620500258,0
1709520099653,0.0,0.0,-1.0976,0.10779999999999999,9.751,-0.38,-0.2888,-0.1178,-4.0,46.0,-85.0,26.1,1011.18,17.247979894572055,0.0,0.0,14469841.099452531,183.56025927188972,-76.48623620500258,0
1709520099724,0.0,0.0,-1.1172,0.10779999999999999,9.751,0.3534,0.1596,-0.1748,-3.0,44.0,-83.0,26.1,1011.13,16.74763629489307,0.0,0.0,14469841.099452531,184.62950625761812,-76.48623620500258,0
1709520099802,0.0,0.0,-1.0976,0.098,9.751,-1.2122,-0.0456,0.5358,-3.0,44.0,-83.0,26.1,1011.15,17.99854036926664,0.0,0.0,14469841.099452531,184.62950625761812,-76.48623620500258,0
